ts,symbol,side,quantity,price,fee
2024-01-03 16:35:00+00:00,XAUUSD,sell,1.0,20.33145,0.0
2024-01-03 18:45:00+00:00,XAUUSD,buy,1.0,20.361451676878858,0.0
2024-01-04 11:40:00+00:00,XAUUSD,sell,1.0,20.47295,0.0
2024-01-04 12:00:00+00:00,XAUUSD,buy,1.0,20.449057037378733,0.0
2024-01-05 17:30:00+00:00,XAUUSD,sell,1.0,20.4068,0.0
2024-01-05 18:40:00+00:00,XAUUSD,buy,1.0,20.4601574595755,0.0
2024-01-12 18:10:00+00:00,XAUUSD,buy,1.0,20.45555,0.0
2024-01-15 01:10:00+00:00,XAUUSD,sell,1.0,20.4833,0.0
2024-01-16 10:25:00+00:00,XAUUSD,sell,1.0,20.4004,0.0
2024-01-16 13:10:00+00:00,XAUUSD,buy,1.0,20.34684255409083,0.0
2024-01-16 16:00:00+00:00,XAUUSD,sell,1.0,20.3615,0.0
2024-01-16 17:05:00+00:00,XAUUSD,buy,1.0,20.270694670490187,0.0
2024-01-16 18:25:00+00:00,XAUUSD,buy,1.0,20.26795,0.0
2024-01-16 18:50:00+00:00,XAUUSD,sell,1.0,20.24456811978614,0.0
2024-01-16 19:45:00+00:00,XAUUSD,buy,1.0,20.28745,0.0
2024-01-17 01:45:00+00:00,XAUUSD,sell,1.0,20.2971,0.0
2024-01-17 02:30:00+00:00,XAUUSD,sell,1.0,20.2863,0.0
2024-01-17 05:20:00+00:00,XAUUSD,buy,1.0,20.19443927357651,0.0
2024-01-18 07:20:00+00:00,XAUUSD,sell,1.0,20.1165,0.0
2024-01-18 12:05:00+00:00,XAUUSD,buy,1.0,20.143996334132076,0.0
2024-01-19 06:20:00+00:00,XAUUSD,buy,1.0,20.225415,0.0
2024-01-19 07:20:00+00:00,XAUUSD,sell,1.0,20.26117887351535,0.0
2024-01-19 08:45:00+00:00,XAUUSD,buy,1.0,20.2861,0.0
2024-01-19 12:00:00+00:00,XAUUSD,sell,1.0,20.336922156648843,0.0
2024-01-19 19:00:00+00:00,XAUUSD,buy,1.0,20.2842,0.0
2024-01-22 00:25:00+00:00,XAUUSD,sell,1.0,20.26696446977624,0.0
2024-01-22 12:15:00+00:00,XAUUSD,buy,1.0,20.274515,0.0
2024-01-22 13:15:00+00:00,XAUUSD,sell,1.0,20.2518706589624,0.0
2024-01-22 16:00:00+00:00,XAUUSD,sell,1.0,20.22795,0.0
2024-01-22 22:00:00+00:00,XAUUSD,buy,1.0,20.215,0.0
2024-01-23 05:00:00+00:00,XAUUSD,buy,1.0,20.28615,0.0
2024-01-23 06:55:00+00:00,XAUUSD,sell,1.0,20.32561239140924,0.0
2024-01-23 21:30:00+00:00,XAUUSD,buy,1.0,20.291135,0.0
2024-01-23 23:25:00+00:00,XAUUSD,sell,1.0,20.278362549392416,0.0
2024-01-24 07:15:00+00:00,XAUUSD,buy,1.0,20.28455,0.0
2024-01-24 09:40:00+00:00,XAUUSD,sell,1.0,20.341171177928302,0.0
2024-01-24 17:00:00+00:00,XAUUSD,buy,1.0,20.1695,0.0
2024-01-24 19:25:00+00:00,XAUUSD,sell,1.0,20.11650927766504,0.0
2024-01-24 20:40:00+00:00,XAUUSD,sell,1.0,20.12705,0.0
2024-01-24 21:50:00+00:00,XAUUSD,buy,1.0,20.13718640916968,0.0
2024-01-25 07:55:00+00:00,XAUUSD,sell,1.0,20.158115,0.0
2024-01-25 08:15:00+00:00,XAUUSD,buy,1.0,20.1316756462656,0.0
2024-01-25 09:05:00+00:00,XAUUSD,sell,1.0,20.133665,0.0
2024-01-25 09:35:00+00:00,XAUUSD,buy,1.0,20.157034458148743,0.0
2024-01-26 04:30:00+00:00,XAUUSD,buy,1.0,20.22295,0.0
2024-01-26 07:10:00+00:00,XAUUSD,sell,1.0,20.21085047339781,0.0
2024-01-26 09:40:00+00:00,XAUUSD,buy,1.0,20.2073,0.0
2024-01-26 13:30:00+00:00,XAUUSD,sell,1.0,20.259656183405905,0.0
2024-01-26 15:30:00+00:00,XAUUSD,buy,1.0,20.192985,0.0
2024-01-26 16:10:00+00:00,XAUUSD,sell,1.0,20.161123282252,0.0
2024-01-26 17:40:00+00:00,XAUUSD,sell,1.0,20.17105,0.0
2024-01-26 20:25:00+00:00,XAUUSD,buy,1.0,20.18377170743798,0.0
2024-01-29 06:05:00+00:00,XAUUSD,buy,1.0,20.2671,0.0
2024-01-29 06:55:00+00:00,XAUUSD,sell,1.0,20.290256405379267,0.0
2024-01-29 07:50:00+00:00,XAUUSD,sell,1.0,20.3149,0.0
2024-01-29 10:40:00+00:00,XAUUSD,buy,1.0,20.26122656306623,0.0
2024-01-29 13:20:00+00:00,XAUUSD,buy,1.0,20.3041,0.0
2024-01-29 13:40:00+00:00,XAUUSD,sell,1.0,20.34933168265775,0.0
2024-01-29 14:15:00+00:00,XAUUSD,sell,1.0,20.35275,0.0
2024-01-29 14:30:00+00:00,XAUUSD,buy,1.0,20.300099940617294,0.0
2024-01-29 17:15:00+00:00,XAUUSD,buy,1.0,20.28505,0.0
2024-01-29 18:20:00+00:00,XAUUSD,sell,1.0,20.26415178120921,0.0
2024-01-29 18:45:00+00:00,XAUUSD,sell,1.0,20.25785,0.0
2024-01-29 19:05:00+00:00,XAUUSD,buy,1.0,20.271313045208228,0.0
2024-02-02 15:55:00+00:00,XAUUSD,buy,1.0,20.350700000000003,0.0
2024-02-02 21:55:00+00:00,XAUUSD,sell,1.0,20.39865,0.0
2024-02-05 02:20:00+00:00,XAUUSD,sell,1.0,20.36245,0.0
2024-02-05 03:20:00+00:00,XAUUSD,buy,1.0,20.307000175891,0.0
2024-02-07 06:55:00+00:00,XAUUSD,buy,1.0,20.33565,0.0
2024-02-07 07:30:00+00:00,XAUUSD,sell,1.0,20.360075451476558,0.0
2024-02-07 09:25:00+00:00,XAUUSD,buy,1.0,20.341,0.0
2024-02-07 12:10:00+00:00,XAUUSD,sell,1.0,20.32552589031806,0.0
2024-02-07 14:40:00+00:00,XAUUSD,buy,1.0,20.4037,0.0
2024-02-07 20:40:00+00:00,XAUUSD,sell,1.0,20.35475,0.0
2024-02-08 04:15:00+00:00,XAUUSD,buy,1.0,20.335355,0.0
2024-02-08 04:45:00+00:00,XAUUSD,sell,1.0,20.32458837201826,0.0
2024-02-08 05:55:00+00:00,XAUUSD,buy,1.0,20.335935,0.0
2024-02-08 07:45:00+00:00,XAUUSD,sell,1.0,20.320404877818568,0.0
2024-02-08 09:35:00+00:00,XAUUSD,buy,1.0,20.31565,0.0
2024-02-08 09:45:00+00:00,XAUUSD,sell,1.0,20.336925321705973,0.0
2024-02-08 13:20:00+00:00,XAUUSD,buy,1.0,20.2638,0.0
2024-02-08 13:30:00+00:00,XAUUSD,sell,1.0,20.229660720717835,0.0
2024-02-08 18:00:00+00:00,XAUUSD,buy,1.0,20.34045,0.0
2024-02-09 00:00:00+00:00,XAUUSD,sell,1.0,20.3377,0.0
2024-02-09 01:20:00+00:00,XAUUSD,buy,1.0,20.346615,0.0
2024-02-09 07:20:00+00:00,XAUUSD,sell,1.0,20.34035,0.0
2024-02-09 15:05:00+00:00,XAUUSD,buy,1.0,20.2641,0.0
2024-02-09 15:20:00+00:00,XAUUSD,sell,1.0,20.227230504341563,0.0
2024-02-09 17:05:00+00:00,XAUUSD,buy,1.0,20.2249,0.0
2024-02-11 23:00:00+00:00,XAUUSD,sell,1.0,20.267520873116016,0.0
2024-02-12 01:10:00+00:00,XAUUSD,sell,1.0,20.24675,0.0
2024-02-12 07:10:00+00:00,XAUUSD,buy,1.0,20.23515,0.0
2024-02-12 08:45:00+00:00,XAUUSD,sell,1.0,20.247300000000003,0.0
2024-02-12 13:20:00+00:00,XAUUSD,buy,1.0,20.274838342899525,0.0
2024-02-13 13:30:00+00:00,XAUUSD,sell,1.0,20.15645,0.0
2024-02-13 19:30:00+00:00,XAUUSD,buy,1.0,19.92065,0.0
2024-02-14 02:10:00+00:00,XAUUSD,sell,1.0,19.9235,0.0
2024-02-14 02:20:00+00:00,XAUUSD,buy,1.0,19.917794312318964,0.0
2024-02-14 02:35:00+00:00,XAUUSD,sell,1.0,19.9156,0.0
2024-02-14 08:30:00+00:00,XAUUSD,buy,1.0,19.87019197258778,0.0
2024-02-15 03:20:00+00:00,XAUUSD,sell,1.0,19.925635,0.0
2024-02-15 03:45:00+00:00,XAUUSD,buy,1.0,19.90879180772923,0.0
2024-02-15 13:30:00+00:00,XAUUSD,sell,1.0,19.9593,0.0
2024-02-15 13:35:00+00:00,XAUUSD,buy,1.0,20.00816520955271,0.0
2024-02-15 14:30:00+00:00,XAUUSD,buy,1.0,20.0762,0.0
2024-02-15 15:35:00+00:00,XAUUSD,sell,1.0,20.011288200576363,0.0
2024-02-16 01:25:00+00:00,XAUUSD,buy,1.0,20.0395,0.0
2024-02-16 07:25:00+00:00,XAUUSD,sell,1.0,20.04975,0.0
2024-02-19 11:35:00+00:00,XAUUSD,sell,1.0,20.183865,0.0
2024-02-19 12:45:00+00:00,XAUUSD,buy,1.0,20.163861146326138,0.0
2024-02-19 14:20:00+00:00,XAUUSD,buy,1.0,20.173735,0.0
2024-02-19 15:40:00+00:00,XAUUSD,sell,1.0,20.159614274965325,0.0
2024-02-20 02:25:00+00:00,XAUUSD,buy,1.0,20.183205,0.0
2024-02-20 07:20:00+00:00,XAUUSD,sell,1.0,20.21778805242632,0.0
2024-02-20 08:15:00+00:00,XAUUSD,buy,1.0,20.222965,0.0
2024-02-20 10:20:00+00:00,XAUUSD,sell,1.0,20.25347782746328,0.0
2024-02-20 14:00:00+00:00,XAUUSD,sell,1.0,20.286,0.0
2024-02-20 20:00:00+00:00,XAUUSD,buy,1.0,20.24125,0.0
2024-02-20 21:20:00+00:00,XAUUSD,buy,1.0,20.246885,0.0
2024-02-20 21:40:00+00:00,XAUUSD,sell,1.0,20.24115900753324,0.0
2024-02-21 20:35:00+00:00,XAUUSD,buy,1.0,20.25935,0.0
2024-02-22 02:35:00+00:00,XAUUSD,sell,1.0,20.271700000000003,0.0
2024-02-23 02:25:00+00:00,XAUUSD,sell,1.0,20.2592,0.0
2024-02-23 05:40:00+00:00,XAUUSD,buy,1.0,20.22592445731665,0.0
2024-02-23 06:45:00+00:00,XAUUSD,buy,1.0,20.2066,0.0
2024-02-23 09:20:00+00:00,XAUUSD,sell,1.0,20.18003719414053,0.0
2024-02-23 13:20:00+00:00,XAUUSD,sell,1.0,20.2645,0.0
2024-02-23 15:55:00+00:00,XAUUSD,buy,1.0,20.2914258991847,0.0
2024-02-23 16:20:00+00:00,XAUUSD,buy,1.0,20.34275,0.0
2024-02-25 23:20:00+00:00,XAUUSD,sell,1.0,20.349535,0.0
2024-02-26 01:20:00+00:00,XAUUSD,buy,1.0,20.32685,0.0
2024-02-26 07:20:00+00:00,XAUUSD,sell,1.0,20.343085,0.0
2024-02-26 15:40:00+00:00,XAUUSD,buy,1.0,20.28495,0.0
2024-02-26 21:40:00+00:00,XAUUSD,sell,1.0,20.312415,0.0
2024-02-27 10:55:00+00:00,XAUUSD,buy,1.0,20.3651,0.0
2024-02-27 14:05:00+00:00,XAUUSD,sell,1.0,20.345560458920456,0.0
2024-02-27 17:50:00+00:00,XAUUSD,buy,1.0,20.322615,0.0
2024-02-27 19:45:00+00:00,XAUUSD,sell,1.0,20.296695531282506,0.0
2024-02-27 20:40:00+00:00,XAUUSD,buy,1.0,20.301435,0.0
2024-02-28 01:40:00+00:00,XAUUSD,sell,1.0,20.32920005366746,0.0
2024-02-28 02:00:00+00:00,XAUUSD,sell,1.0,20.3265,0.0
2024-02-28 02:40:00+00:00,XAUUSD,buy,1.0,20.30694941296591,0.0
2024-02-28 03:10:00+00:00,XAUUSD,sell,1.0,20.3059,0.0
2024-02-28 03:30:00+00:00,XAUUSD,buy,1.0,20.3169308956476,0.0
2024-02-28 03:50:00+00:00,XAUUSD,sell,1.0,20.31015,0.0
2024-02-28 06:05:00+00:00,XAUUSD,buy,1.0,20.32000937570545,0.0
2024-02-28 15:25:00+00:00,XAUUSD,buy,1.0,20.331885,0.0
2024-02-28 21:25:00+00:00,XAUUSD,sell,1.0,20.337200000000003,0.0
2024-02-29 01:35:00+00:00,XAUUSD,buy,1.0,20.3581,0.0
2024-02-29 07:35:00+00:00,XAUUSD,sell,1.0,20.3756,0.0
2024-02-29 08:05:00+00:00,XAUUSD,sell,1.0,20.361,0.0
2024-02-29 10:20:00+00:00,XAUUSD,buy,1.0,20.331904646346285,0.0
2024-02-29 11:30:00+00:00,XAUUSD,sell,1.0,20.3075,0.0
2024-02-29 12:20:00+00:00,XAUUSD,buy,1.0,20.28871923678089,0.0
2024-02-29 12:35:00+00:00,XAUUSD,buy,1.0,20.298405,0.0
2024-02-29 13:25:00+00:00,XAUUSD,sell,1.0,20.3345998595461,0.0
2024-02-29 14:40:00+00:00,XAUUSD,buy,1.0,20.4986,0.0
2024-02-29 14:50:00+00:00,XAUUSD,sell,1.0,20.47379625442821,0.0
2024-02-29 15:35:00+00:00,XAUUSD,buy,1.0,20.4933,0.0
2024-02-29 16:10:00+00:00,XAUUSD,sell,1.0,20.46186656744228,0.0
2024-03-01 01:35:00+00:00,XAUUSD,buy,1.0,20.443215,0.0
2024-03-01 02:40:00+00:00,XAUUSD,sell,1.0,20.458651613594338,0.0
2024-03-01 03:10:00+00:00,XAUUSD,buy,1.0,20.46155,0.0
2024-03-01 05:05:00+00:00,XAUUSD,sell,1.0,20.450272417346067,0.0
2024-03-01 11:35:00+00:00,XAUUSD,buy,1.0,20.5683,0.0
2024-03-01 12:45:00+00:00,XAUUSD,sell,1.0,20.53724104427427,0.0
2024-03-04 02:25:00+00:00,XAUUSD,buy,1.0,20.818385,0.0
2024-03-04 07:45:00+00:00,XAUUSD,sell,1.0,20.869176159715764,0.0
2024-03-05 02:30:00+00:00,XAUUSD,buy,1.0,21.131335,0.0
2024-03-05 05:20:00+00:00,XAUUSD,sell,1.0,21.16825579977805,0.0
2024-03-05 05:30:00+00:00,XAUUSD,buy,1.0,21.171915,0.0
2024-03-05 06:45:00+00:00,XAUUSD,sell,1.0,21.15277675325137,0.0
2024-03-05 14:10:00+00:00,XAUUSD,buy,1.0,21.303965,0.0
2024-03-05 20:10:00+00:00,XAUUSD,sell,1.0,21.292900000000003,0.0
2024-03-07 03:50:00+00:00,XAUUSD,buy,1.0,21.523215,0.0
2024-03-07 04:00:00+00:00,XAUUSD,sell,1.0,21.578727251961496,0.0
2024-03-07 12:00:00+00:00,XAUUSD,buy,1.0,21.5699,0.0
2024-03-07 12:35:00+00:00,XAUUSD,sell,1.0,21.54457389090556,0.0
2024-03-07 12:50:00+00:00,XAUUSD,buy,1.0,21.5818,0.0
2024-03-07 14:30:00+00:00,XAUUSD,sell,1.0,21.537402568752224,0.0
2024-03-07 17:10:00+00:00,XAUUSD,buy,1.0,21.583245,0.0
2024-03-07 23:10:00+00:00,XAUUSD,sell,1.0,21.59445,0.0
2024-03-11 03:05:00+00:00,XAUUSD,buy,1.0,21.78525,0.0
2024-03-11 07:55:00+00:00,XAUUSD,sell,1.0,21.821419865568902,0.0
2024-03-11 11:30:00+00:00,XAUUSD,buy,1.0,21.78035,0.0
2024-03-11 13:05:00+00:00,XAUUSD,sell,1.0,21.762909291579074,0.0
2024-03-12 08:55:00+00:00,XAUUSD,buy,1.0,21.77875,0.0
2024-03-12 10:00:00+00:00,XAUUSD,sell,1.0,21.75824195424609,0.0
2024-03-12 13:30:00+00:00,XAUUSD,sell,1.0,21.60675,0.0
2024-03-12 19:30:00+00:00,XAUUSD,buy,1.0,21.55225,0.0
2024-03-13 14:20:00+00:00,XAUUSD,buy,1.0,21.685435,0.0
2024-03-13 17:15:00+00:00,XAUUSD,sell,1.0,21.793392961740587,0.0
2024-03-13 18:50:00+00:00,XAUUSD,sell,1.0,21.7494,0.0
2024-03-14 00:50:00+00:00,XAUUSD,buy,1.0,21.759715,0.0
2024-03-14 06:45:00+00:00,XAUUSD,sell,1.0,21.68115,0.0
2024-03-14 09:30:00+00:00,XAUUSD,buy,1.0,21.701437109809124,0.0
2024-03-14 10:30:00+00:00,XAUUSD,buy,1.0,21.70845,0.0
2024-03-14 11:45:00+00:00,XAUUSD,sell,1.0,21.678314527827304,0.0
2024-03-14 12:20:00+00:00,XAUUSD,sell,1.0,21.66085,0.0
2024-03-14 12:40:00+00:00,XAUUSD,buy,1.0,21.696058810401823,0.0
2024-03-14 16:20:00+00:00,XAUUSD,buy,1.0,21.59075,0.0
2024-03-14 17:15:00+00:00,XAUUSD,sell,1.0,21.644124905615875,0.0
2024-03-15 09:50:00+00:00,XAUUSD,buy,1.0,21.703455,0.0
2024-03-15 11:05:00+00:00,XAUUSD,sell,1.0,21.67303406119202,0.0
2024-03-15 13:45:00+00:00,XAUUSD,buy,1.0,21.60425,0.0
2024-03-15 17:30:00+00:00,XAUUSD,sell,1.0,21.56178554779404,0.0
2024-03-18 01:00:00+00:00,XAUUSD,sell,1.0,21.549100000000003,0.0
2024-03-18 01:20:00+00:00,XAUUSD,buy,1.0,21.51540141755184,0.0
2024-03-18 02:05:00+00:00,XAUUSD,sell,1.0,21.51925,0.0
2024-03-18 02:45:00+00:00,XAUUSD,buy,1.0,21.486008006109643,0.0
2024-03-18 11:50:00+00:00,XAUUSD,sell,1.0,21.5995,0.0
2024-03-18 12:05:00+00:00,XAUUSD,buy,1.0,21.6146053571502,0.0
2024-03-18 12:50:00+00:00,XAUUSD,sell,1.0,21.5904,0.0
2024-03-18 18:50:00+00:00,XAUUSD,buy,1.0,21.602985,0.0
2024-03-19 07:05:00+00:00,XAUUSD,sell,1.0,21.554,0.0
2024-03-19 08:15:00+00:00,XAUUSD,buy,1.0,21.50971391871072,0.0
2024-03-19 15:20:00+00:00,XAUUSD,sell,1.0,21.50815,0.0
2024-03-19 16:15:00+00:00,XAUUSD,buy,1.0,21.55980471544488,0.0
2024-03-20 04:15:00+00:00,XAUUSD,sell,1.0,21.58895,0.0
2024-03-20 08:05:00+00:00,XAUUSD,buy,1.0,21.558511154164343,0.0
2024-03-20 09:50:00+00:00,XAUUSD,sell,1.0,21.5417,0.0
2024-03-20 12:40:00+00:00,XAUUSD,buy,1.0,21.502285448521576,0.0
2024-03-20 18:45:00+00:00,XAUUSD,buy,1.0,21.77535,0.0
2024-03-20 22:15:00+00:00,XAUUSD,sell,1.0,22.09912828920452,0.0
2024-03-20 23:20:00+00:00,XAUUSD,buy,1.0,22.05355,0.0
2024-03-21 00:35:00+00:00,XAUUSD,sell,1.0,21.956406518292177,0.0
2024-03-21 15:50:00+00:00,XAUUSD,buy,1.0,21.73835,0.0
2024-03-21 17:05:00+00:00,XAUUSD,sell,1.0,21.80659308362953,0.0
2024-03-22 01:30:00+00:00,XAUUSD,sell,1.0,21.83325,0.0
2024-03-22 01:50:00+00:00,XAUUSD,buy,1.0,21.775939890555517,0.0
2024-03-22 02:35:00+00:00,XAUUSD,sell,1.0,21.7247,0.0
2024-03-22 07:20:00+00:00,XAUUSD,buy,1.0,21.630096223731748,0.0
2024-03-26 14:00:00+00:00,XAUUSD,buy,1.0,21.85695,0.0
2024-03-26 15:00:00+00:00,XAUUSD,sell,1.0,21.77887795161308,0.0
2024-03-26 15:10:00+00:00,XAUUSD,sell,1.0,21.77085,0.0
2024-03-26 21:10:00+00:00,XAUUSD,buy,1.0,21.7891,0.0
2024-03-27 14:50:00+00:00,XAUUSD,buy,1.0,21.9523,0.0
2024-03-27 15:20:00+00:00,XAUUSD,sell,1.0,21.908977933281506,0.0
2024-03-27 16:00:00+00:00,XAUUSD,buy,1.0,21.9071,0.0
2024-03-27 22:00:00+00:00,XAUUSD,sell,1.0,21.923535,0.0
2024-03-28 14:30:00+00:00,XAUUSD,buy,1.0,22.08875,0.0
2024-03-28 16:25:00+00:00,XAUUSD,sell,1.0,22.181159958736952,0.0
2024-04-01 12:25:00+00:00,XAUUSD,buy,1.0,22.4847,0.0
2024-04-01 13:45:00+00:00,XAUUSD,sell,1.0,22.433290821379146,0.0
2024-04-03 10:35:00+00:00,XAUUSD,buy,1.0,22.7283,0.0
2024-04-03 11:25:00+00:00,XAUUSD,sell,1.0,22.700800637130182,0.0
2024-04-03 14:00:00+00:00,XAUUSD,buy,1.0,22.781755,0.0
2024-04-03 16:25:00+00:00,XAUUSD,sell,1.0,22.925274299462064,0.0
2024-04-04 10:50:00+00:00,XAUUSD,buy,1.0,22.947335,0.0
2024-04-04 11:35:00+00:00,XAUUSD,sell,1.0,22.924372638430757,0.0
2024-04-05 12:00:00+00:00,XAUUSD,buy,1.0,22.9305,0.0
2024-04-05 12:05:00+00:00,XAUUSD,sell,1.0,22.9159504408709,0.0
2024-04-05 12:25:00+00:00,XAUUSD,buy,1.0,22.9615,0.0
2024-04-05 12:30:00+00:00,XAUUSD,sell,1.0,22.900941246059304,0.0
2024-04-05 15:15:00+00:00,XAUUSD,buy,1.0,23.24865,0.0
2024-04-07 22:15:00+00:00,XAUUSD,sell,1.0,23.14407261512411,0.0
2024-04-09 14:05:00+00:00,XAUUSD,buy,1.0,23.59625,0.0
2024-04-09 14:35:00+00:00,XAUUSD,sell,1.0,23.527256482051385,0.0
2024-04-09 19:35:00+00:00,XAUUSD,buy,1.0,23.48475,0.0
2024-04-09 23:50:00+00:00,XAUUSD,sell,1.0,23.552853659513914,0.0
2024-04-10 01:55:00+00:00,XAUUSD,buy,1.0,23.49515,0.0
2024-04-10 05:10:00+00:00,XAUUSD,sell,1.0,23.575607474692276,0.0
2024-04-10 12:25:00+00:00,XAUUSD,buy,1.0,23.500515,0.0
2024-04-10 12:30:00+00:00,XAUUSD,sell,1.0,23.471663208423585,0.0
2024-04-10 13:40:00+00:00,XAUUSD,buy,1.0,23.32825,0.0
